Date,Year,Month Number,Month,Quarter,Week,Day,Day Name
15-06-2017 00:00,2017,6,June,Q2,24,15,Thursday
16-06-2017 00:00,2017,6,June,Q2,24,16,Friday
17-06-2017 00:00,2017,6,June,Q2,24,17,Saturday
18-06-2017 00:00,2017,6,June,Q2,25,18,Sunday
19-06-2017 00:00,2017,6,June,Q2,25,19,Monday
20-06-2017 00:00,2017,6,June,Q2,25,20,Tuesday
21-06-2017 00:00,2017,6,June,Q2,25,21,Wednesday
22-06-2017 00:00,2017,6,June,Q2,25,22,Thursday
23-06-2017 00:00,2017,6,June,Q2,25,23,Friday
24-06-2017 00:00,2017,6,June,Q2,25,24,Saturday
25-06-2017 00:00,2017,6,June,Q2,26,25,Sunday
26-06-2017 00:00,2017,6,June,Q2,26,26,Monday
27-06-2017 00:00,2017,6,June,Q2,26,27,Tuesday
28-06-2017 00:00,2017,6,June,Q2,26,28,Wednesday
29-06-2017 00:00,2017,6,June,Q2,26,29,Thursday
30-06-2017 00:00,2017,6,June,Q2,26,30,Friday
01-07-2017 00:00,2017,7,July,Q3,26,1,Saturday
02-07-2017 00:00,2017,7,July,Q3,27,2,Sunday
03-07-2017 00:00,2017,7,July,Q3,27,3,Monday
04-07-2017 00:00,2017,7,July,Q3,27,4,Tuesday
05-07-2017 00:00,2017,7,July,Q3,27,5,Wednesday
06-07-2017 00:00,2017,7,July,Q3,27,6,Thursday
07-07-2017 00:00,2017,7,July,Q3,27,7,Friday
08-07-2017 00:00,2017,7,July,Q3,27,8,Saturday
09-07-2017 00:00,2017,7,July,Q3,28,9,Sunday
10-07-2017 00:00,2017,7,July,Q3,28,10,Monday
11-07-2017 00:00,2017,7,July,Q3,28,11,Tuesday
12-07-2017 00:00,2017,7,July,Q3,28,12,Wednesday
13-07-2017 00:00,2017,7,July,Q3,28,13,Thursday
14-07-2017 00:00,2017,7,July,Q3,28,14,Friday
15-07-2017 00:00,2017,7,July,Q3,28,15,Saturday
16-07-2017 00:00,2017,7,July,Q3,29,16,Sunday
17-07-2017 00:00,2017,7,July,Q3,29,17,Monday
18-07-2017 00:00,2017,7,July,Q3,29,18,Tuesday
19-07-2017 00:00,2017,7,July,Q3,29,19,Wednesday
20-07-2017 00:00,2017,7,July,Q3,29,20,Thursday
21-07-2017 00:00,2017,7,July,Q3,29,21,Friday
22-07-2017 00:00,2017,7,July,Q3,29,22,Saturday
23-07-2017 00:00,2017,7,July,Q3,30,23,Sunday
24-07-2017 00:00,2017,7,July,Q3,30,24,Monday
25-07-2017 00:00,2017,7,July,Q3,30,25,Tuesday
26-07-2017 00:00,2017,7,July,Q3,30,26,Wednesday
27-07-2017 00:00,2017,7,July,Q3,30,27,Thursday
28-07-2017 00:00,2017,7,July,Q3,30,28,Friday
29-07-2017 00:00,2017,7,July,Q3,30,29,Saturday
30-07-2017 00:00,2017,7,July,Q3,31,30,Sunday
31-07-2017 00:00,2017,7,July,Q3,31,31,Monday
01-08-2017 00:00,2017,8,August,Q3,31,1,Tuesday
02-08-2017 00:00,2017,8,August,Q3,31,2,Wednesday
03-08-2017 00:00,2017,8,August,Q3,31,3,Thursday
04-08-2017 00:00,2017,8,August,Q3,31,4,Friday
05-08-2017 00:00,2017,8,August,Q3,31,5,Saturday
06-08-2017 00:00,2017,8,August,Q3,32,6,Sunday
07-08-2017 00:00,2017,8,August,Q3,32,7,Monday
08-08-2017 00:00,2017,8,August,Q3,32,8,Tuesday
09-08-2017 00:00,2017,8,August,Q3,32,9,Wednesday
10-08-2017 00:00,2017,8,August,Q3,32,10,Thursday
11-08-2017 00:00,2017,8,August,Q3,32,11,Friday
12-08-2017 00:00,2017,8,August,Q3,32,12,Saturday
13-08-2017 00:00,2017,8,August,Q3,33,13,Sunday
14-08-2017 00:00,2017,8,August,Q3,33,14,Monday
15-08-2017 00:00,2017,8,August,Q3,33,15,Tuesday
16-08-2017 00:00,2017,8,August,Q3,33,16,Wednesday
17-08-2017 00:00,2017,8,August,Q3,33,17,Thursday
18-08-2017 00:00,2017,8,August,Q3,33,18,Friday
19-08-2017 00:00,2017,8,August,Q3,33,19,Saturday
20-08-2017 00:00,2017,8,August,Q3,34,20,Sunday
21-08-2017 00:00,2017,8,August,Q3,34,21,Monday
22-08-2017 00:00,2017,8,August,Q3,34,22,Tuesday
23-08-2017 00:00,2017,8,August,Q3,34,23,Wednesday
24-08-2017 00:00,2017,8,August,Q3,34,24,Thursday
25-08-2017 00:00,2017,8,August,Q3,34,25,Friday
26-08-2017 00:00,2017,8,August,Q3,34,26,Saturday
27-08-2017 00:00,2017,8,August,Q3,35,27,Sunday
28-08-2017 00:00,2017,8,August,Q3,35,28,Monday
29-08-2017 00:00,2017,8,August,Q3,35,29,Tuesday
30-08-2017 00:00,2017,8,August,Q3,35,30,Wednesday
31-08-2017 00:00,2017,8,August,Q3,35,31,Thursday
01-09-2017 00:00,2017,9,September,Q3,35,1,Friday
02-09-2017 00:00,2017,9,September,Q3,35,2,Saturday
03-09-2017 00:00,2017,9,September,Q3,36,3,Sunday
04-09-2017 00:00,2017,9,September,Q3,36,4,Monday
05-09-2017 00:00,2017,9,September,Q3,36,5,Tuesday
06-09-2017 00:00,2017,9,September,Q3,36,6,Wednesday
07-09-2017 00:00,2017,9,September,Q3,36,7,Thursday
08-09-2017 00:00,2017,9,September,Q3,36,8,Friday
09-09-2017 00:00,2017,9,September,Q3,36,9,Saturday
